run_time_s,timestamp,config,actual_rpm,avg_response_time_ms,total_cpu,total_mem,tau_ms,is_trigger
60,2026-01-02 16:11:52,15,618.0,43786.77,0.5380206994523724,2284019712.0,4600.0,1
60,2026-01-03 01:47:24,33,588.0,45754.13,0.558178105723732,2042408960.0,4600.0,1
60,2026-01-04 10:51:15,69,561.0,56676.53,0.1769469374992335,1683505152.0,4600.0,1
60,2026-01-04 10:31:15,69,606.0,33378.99,0.2863729818777171,1850003456.0,4600.0,1
60,2026-01-04 07:16:00,63,585.0,17778.91,0.1731494775794927,1999872000.0,4600.0,1
60,2026-01-03 01:47:24,33,588.0,45754.13,0.558178105723732,2042408960.0,4600.0,1
60,2026-01-02 22:46:56,28,610.0,33669.31,0.6398766527466567,2543452160.0,4600.0,1
60,2026-01-02 18:58:58,21,548.0,25589.94,0.3033481983821509,3337789440.0,4600.0,1
60,2026-01-04 04:54:29,58,599.0,45613.93,0.1725374237307455,1712058368.0,4600.0,1
60,2026-01-04 01:08:33,51,571.0,56987.39,0.1936033049349777,1777971200.0,4600.0,1
60,2026-01-04 04:54:29,58,599.0,45613.93,0.1725374237307455,1712058368.0,4600.0,1
60,2026-01-04 07:16:00,63,585.0,17778.91,0.1731494775794927,1999872000.0,4600.0,1
60,2026-01-04 11:02:56,70,586.0,17445.56,0.1615327082827118,1735606272.0,4600.0,1
60,2026-01-02 16:18:33,16,602.0,40066.29,0.6199202501322936,2493333504.0,4600.0,1
60,2026-01-04 04:54:29,58,599.0,45613.93,0.1725374237307455,1712058368.0,4600.0,1
60,2026-01-03 21:34:21,45,607.0,34898.55,0.3180211500739709,2167496704.0,4600.0,1
60,2026-01-03 21:33:21,45,581.0,18561.05,0.1837989705889493,2060836864.0,4600.0,1
60,2026-01-02 18:58:58,21,548.0,25589.94,0.3033481983821509,3337789440.0,4600.0,1
60,2026-01-02 22:34:14,27,588.0,54602.97,0.5570708768087642,2252009472.0,4600.0,1
60,2026-01-01 23:55:01,3,618.0,43301.39,0.575507838572171,2657701888.0,4600.0,1
60,2026-01-04 01:21:16,52,597.0,36529.62,0.3024613107688104,1905799168.0,4600.0,1
60,2026-01-02 03:35:55,10,557.0,57076.02,0.5765462511616259,2373656576.0,4600.0,1
60,2026-01-02 00:01:43,4,588.0,48607.54,0.6565631749403955,3519299584.0,4600.0,1
60,2026-01-04 07:17:00,63,603.0,34306.62,0.2884268208241938,2072788992.0,4600.0,1
60,2026-01-03 18:40:08,39,538.0,58022.27,0.2026359485421409,2037239808.0,4600.0,1
60,2026-01-04 04:01:45,57,579.0,18901.88,0.2041961026238631,2044682240.0,4600.0,1
60,2026-01-04 04:55:29,58,560.0,56721.23,0.1717148040655463,1712066560.0,4600.0,1
60,2026-01-03 22:26:04,46,595.0,44611.22,0.1755574252365982,1792577536.0,4600.0,1
60,2026-01-03 19:12:49,40,557.0,57368.49,0.1937681503870435,1833103360.0,4600.0,1
60,2026-01-02 03:03:14,9,544.0,57231.71,0.5888919197099559,2610589696.0,4600.0,1
60,2026-01-03 01:47:24,33,588.0,45754.13,0.558178105723732,2042408960.0,4600.0,1
60,2026-01-03 01:27:24,33,578.0,18934.52,0.2731586738664293,2419736576.0,4600.0,1
60,2026-01-02 03:15:55,10,608.0,35701.29,0.7171669207918094,3061014528.0,4600.0,1
60,2026-01-04 04:34:29,58,587.0,17713.88,0.1360251918103171,1914617856.0,4600.0,1
60,2026-01-03 21:54:21,45,542.0,57957.85,0.1996297368921342,1994993664.0,4600.0,1
60,2026-01-03 18:39:08,39,609.0,48193.46,0.2033395013013387,2036940800.0,4600.0,1
60,2026-01-02 19:19:58,21,548.0,57402.61,0.5831070151013374,2363113472.0,4600.0,1
60,2026-01-03 22:06:04,46,586.0,17795.4,0.1684657406251933,2052165632.0,4600.0,1
60,2026-01-03 21:33:21,45,581.0,18561.05,0.1837989705889493,2060836864.0,4600.0,1
60,2026-01-04 07:37:00,63,540.0,58336.04,0.1836759531558527,1890394112.0,4600.0,1
60,2026-01-04 00:48:33,51,606.0,34531.39,0.2928180624215614,1975226368.0,4600.0,1
